game_id,canonical_id,source_entry_index,Name,Vehicle Name,ShortVehicleName,XLASTID,VehicleManufacturer,VehicleModel,Vehicle Render Model,Driver Character,Vehicle Physics Model,Cockpit properties,Vehicle Properties,Vehicle Year,Shadow Width,Shadow Length,Shadow Offset Right,Shadow Offset Forward,Shadow Texture,Grid Grouping,Vehicle Class,Vehicle Group,Vehicle Shape,Engine Placement,Number of Exhausts,Exhaust Position 1,Exhaust Target Position 1,Exhaust Smoke Amount Multiplier,Number of Engine Heat,Engine Heat Position 1,Blown Engine Smoke Position,Vehicle Description,AI ONLY,Vehicle Initial Performance Index,Body Upgrades,Cockpit Upgrades,Tire Upgrades,Brake Upgrades,Tier,Price,Region,Country,Paint Shop Data,Min Front Wheel Diameter,Max Front Wheel Diameter,Min Rear Wheel Diameter,Max Rear Wheel Diameter,Max GUI Wheel Angle,PULC Package ID 360,PULC Package ID PS3,Client Vehicle Version,Vehicle Garage Rotation,Left Mirror Pos,Right Mirror Pos,AABBMin,AABBMax,User Overrides Base Helmet,User Overrides Base Outfit,Exhaust Backfire Mesh Cross-Section Scale,Exhaust Backfire Mesh Length Scale,Shadow Offset Up,Exhaust Position 2,Exhaust Target Position 2,PLAYER ONLY,DLC ID,PitSpeedLimit_HighKPH,Is Open Wheeler,LCD Mirror Pos,Scratch Texture,Safety Car Driver Name,Center Mirror Pos,Spawn In Pit,Exhaust Smoke Type,Vehicle Variant Oval,Vehicle Variant Short Oval,Vehicle Variant Speedway,Vehicle Variant Super Speedway,Blown Engine Smoke Scale,Exhaust Position 3,Exhaust Position 4,Exhaust Target Position 3,Exhaust Target Position 4,Livery DLC ID 1,Livery DLC Name 1,Livery DLC ID 2,Livery DLC Name 2,Vehicle Variant Short Track,Vehicle Physics Model Oval,Vehicle Physics Model Short Oval,Vehicle Physics Model Speedway,Vehicle Physics Model Super Speedway,Always Hide Helmet,Vehicle Physics Model Short Track,Exhaust Backfire Visual Effect Type,Manufacturer Liveries Category,CrewPropsCategory,IMSA Cockpit properties,Drafting Contrail Min Speed,Drafting Contrail Max Speed,Drafting Contrail Min Temperature,Drafting Contrail Max Temperature,Drafting Contrail Min Humidity,Drafting Contrail Disable When DRS Opened,Vehicle Variant High Downforce Track,Use Flat Shadow,F1DRSForbiddenLaps,Vertical Exhaust,Livery DLC ID 3,Livery DLC Name 3,Livery DLC ID 4,Livery DLC Name 4,Livery DLC ID 5,Livery DLC Name 5,Livery DLC ID 6,Livery DLC Name 6,Livery DLC ID 7,Livery DLC Name 7,Livery DLC ID 8,Livery DLC Name 8,Livery DLC ID 9,Livery DLC Name 9,Livery DLC ID 10,Livery DLC Name 10,Vehicle Name DLC Override DLC ID,Vehicle Name DLC Override,ShortVehicleName DLC Override,VehicleManufacturer DLC Override,has_headlights,headlights_source,downforce_variant,meta_class,discipline
CART_Swift_009c_SO-234,CART_Swift_009c_SO-234-fusagen2,466,CART_Swift_009c_SO,Swift 009c Ford-Cosworth - Short Oval,Swift 009c Ford,234,Swift,Swift 009c,CART_Swift_009c_SO.vhf,CART_Swift_009c,CART_Swift_009c_SO,CART_Swift_009c_SO_Cockpit.bin,CART_Swift_009c_SO,1998,5.0,7.0,0.0,0.0,CART_Swift_009c_LD_ambsh.dds,4,F-USA_Gen2_SO,Historic Openwheel,OpenWheel,Mid-Rear,2,0.388;0.093;1.165,0.388;0.093;1.902,0.0,1,0;0.40;0.87,0;0.40;0.87,,true,458,,,,,5,120,NA,USA,N/A,13,20,13,20,,,,1,0.0;3.141592653589;0.0,0.298;0.585;-0.499,-0.298;0.585;-0.499,-1.5;-0.0;-4.15,1.5;1.5;4.0,CART_USER_OVERRIDE,outfit_CART_USER_OVERRIDE,2.75,4.00,,-0.388;0.093;1.165,-0.388;0.093;1.902,,,100.0,true,,,SafetyBMWM3Driver,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,F-USA Gen.2,Open Wheel
Chevrolet_Corvette_C3_RCC-281,Chevrolet_Corvette_C3_RCC-281-gtclassics,476,Chevrolet_Corvette_C3_RCC,Chevrolet Corvette C3.R Convertible,Chevy Corvette C3.R,281,Chevrolet,Chevrolet Corvette C3 R,Chevrolet_Corvette_C3_RCC.vhf,Chevrolet_Corvette_C3_RCC,Chevrolet_Corvette_C3_RCC,Chevrolet_Corvette_C3_RCC_Cockpit.bin,Chevrolet_Corvette_C3_RCC,1968,5.0,7.0,0,0,Chevrolet_Corvette_C3_RCC_ambsh.dds,41,TC70S,Prototype,Prototype,Front,2,0.823;0.182;0.819,1.114;0.058;0.967,0.8,1,0;0.725;-0.865,0;0.725;-0.865,,false,129,,,,,5,120000,EU,USA,N/A,18,19,18,19,20.0,,,1,0.0;3.141592653589;0.0,0.774;0.961;0.219,-0.774;0.961;0.219,-1.5;-0.0;-4.4,1.5;1.6;4.0,helmet_GTC_USER_OVERRIDE,outfit_DRIVER_GTC_USER_OVERRIDE,2.50,2.00,,-0.823;0.182;0.819,-1.114;0.058;0.967,,,100.0,,,,SafetyBMW2002Driver,-0.0;1.120;0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,standard,GT Classics,Vintage
CART_Lola_B2K00_Ford_SW-195,CART_Lola_B2K00_Ford_SW-195-fusagen3,388,CART_Lola_B2K00_Ford_SW,Lola B2K00 Ford-Cosworth - Speedway,Lola B2K00 Ford,195,Lola,Lola B2K00 Ford,CART_Lola_B2K00_SW.vhf,CART_Lola_B2K00,CART_Lola_B2K00_Ford_SW,CART_Lola_B2K00_SW_Cockpit.bin,CART_Lola_B2K00_Ford_SW,2000,5.0,7.0,0.0,0.0,CART_Lola_B2K00_LD_ambsh.dds,4,F-USA_Gen3_SW,Historic Openwheel,OpenWheel,Mid-Rear,2,0.388;0.093;1.165,0.388;0.093;1.902,0.0,1,0;0.40;0.87,0;0.40;0.87,,true,458,,,,,5,120,NA,USA,N/A,13,20,13,20,,,,1,0.0;3.141592653589;0.0,0.327;0.630;-0.533,-0.327;0.630;-0.533,-1.5;-0.0;-4.1,1.5;1.5;4.0,CART_USER_OVERRIDE,outfit_CART_USER_OVERRIDE,2.75,4.00,,-0.388;0.093;1.165,-0.388;0.093;1.902,,,100.0,true,,,SafetyBMWM3Driver,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,F-USA Gen.3,Open Wheel
CART_Lola_T98_SO-229,CART_Lola_T98_SO-229-fusagen2,409,CART_Lola_T98_SO,Lola T98/00 Ford-Cosworth - Short Oval,Lola T98/00 Ford,229,Lola,Lola T98,CART_Lola_T98_SO.vhf,CART_Lola_T98,CART_Lola_T98_SO,CART_Lola_T98_SO_Cockpit.bin,CART_Lola_T98_SO,1998,5.0,7.0,0.0,0.0,CART_Lola_T98_LD_ambsh.dds,4,F-USA_Gen2_SO,Historic Openwheel,OpenWheel,Mid-Rear,2,0.388;0.093;1.165,0.388;0.093;1.902,0.0,1,0;0.40;0.87,0;0.40;0.87,,true,458,,,,,5,120,NA,USA,N/A,13,20,13,20,,,,1,0.0;3.141592653589;0.0,0.327;0.630;-0.533,-0.327;0.630;-0.533,-1.5;-0.0;-4.1,1.5;1.5;4.0,CART_USER_OVERRIDE,outfit_CART_USER_OVERRIDE,2.75,4.00,,-0.388;0.093;1.165,-0.388;0.093;1.902,,,100.0,true,,,SafetyBMWM3Driver,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,F-USA Gen.2,Open Wheel
CART_Reynard_95i_Honda_SO-222,CART_Reynard_95i_Honda_SO-222-fusagen1,438,CART_Reynard_95i_Honda_SO,Reynard 95i Honda - Short Oval,Reynard 95i Honda,222,Reynard,Reinard 95i Honda,CART_Reynard_95i_SO.vhf,CART_Reynard_95i,CART_Reynard_95i_Honda_SO,CART_Reynard_95i_SO_Cockpit.bin,CART_Reynard_95i_Honda_SO,1995,5.0,7.0,0.0,0.0,CART_Reynard_95i_ambsh.dds,4,F-USA_Gen1_SO,Historic Openwheel,OpenWheel,Mid-Rear,2,0.388;0.093;1.165,0.388;0.093;1.902,0.0,1,0;0.40;0.87,0;0.40;0.87,,true,458,,,,,5,120,NA,USA,N/A,13,20,13,20,,,,1,0.0;3.141592653589;0.0,0.344;0.637;-0.584,-0.344;0.637;-0.584,-1.5;-0.0;-4.15,1.5;1.5;4.0,CART_USER_OVERRIDE,outfit_CART_USER_OVERRIDE,2.75,4.00,,-0.388;0.093;1.165,-0.388;0.093;1.902,,,100.0,true,,,SafetyBMWM3Driver,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,F-USA Gen.1,Open Wheel
CART_Reynard_98i_Honda_SW-187,CART_Reynard_98i_Honda_SW-187-fusagen2,453,CART_Reynard_98i_Honda_SW,Reynard 98i Honda - Speedway,Reynard 98i Honda,187,Reynard,Reinard 98i Honda,CART_Reynard_98i_Honda_SW.vhf,CART_Reynard_98i_Honda,CART_Reynard_98i_Honda_SW,CART_Reynard_98i_SW_Cockpit.bin,CART_Reynard_98i_Honda_SW,1998,5.0,7.0,0.0,0.0,CART_Reynard_98i_LD_ambsh.dds,4,F-USA_Gen2_SW,Historic Openwheel,OpenWheel,Mid-Rear,2,0.388;0.093;1.165,0.388;0.093;1.902,0.0,1,0;0.40;0.87,0;0.40;0.87,,true,458,,,,,5,120,NA,USA,N/A,13,20,13,20,,,,1,0.0;3.141592653589;0.0,0.344;0.637;-0.584,-0.344;0.637;-0.584,-1.5;-0.0;-4.15,1.5;1.5;4.0,CART_USER_OVERRIDE,outfit_CART_USER_OVERRIDE,2.75,4.00,,-0.388;0.093;1.165,-0.388;0.093;1.902,,,100.0,true,,,SafetyBMWM3Driver,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,F-USA Gen.2,Open Wheel
CART_Swift_009c_HD-501,CART_Swift_009c_HD-501-fusagen2,465,CART_Swift_009c_HD,Swift 009c Ford-Cosworth - High Downforce,Swift 009c Ford,501,Swift,Swift 009c,CART_Swift_009c.vhf,CART_Swift_009c,CART_Swift_009c_HD,CART_Swift_009c_Cockpit.bin,CART_Swift_009c,1998,5.0,7.0,0.0,0.0,CART_Swift_009c_ambsh.dds,4,F-USA_Gen2_HD,Historic Openwheel,OpenWheel,Mid-Rear,2,0.388;0.093;1.165,0.388;0.093;1.902,0.0,1,0;0.40;0.87,0;0.40;0.87,,true,458,,,,,5,120,NA,USA,N/A,13,20,13,20,,,,1,0.0;3.141592653589;0.0,0.298;0.585;-0.499,-0.298;0.585;-0.499,-1.5;-0.0;-4.15,1.5;1.5;4.0,CART_USER_OVERRIDE,outfit_CART_USER_OVERRIDE,2.75,4.00,,-0.388;0.093;1.165,-0.388;0.093;1.902,,,100.0,true,,,SafetyBMWM3Driver,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,F-USA Gen.2,Open Wheel
CART_Swift_009c_SS-192,CART_Swift_009c_SS-192-fusagen2,467,CART_Swift_009c_SS,Swift 009c Ford-Cosworth - Superspeedway,Swift Ford,192,Swift,Swift 009c,CART_Swift_009c_SS.vhf,CART_Swift_009c,CART_Swift_009c_SS,CART_Swift_009c_SW_Cockpit.bin,CART_Swift_009c_SS,1998,5.0,7.0,0.0,0.0,CART_Swift_009c_LD_ambsh.dds,4,F-USA_Gen2_SS,Historic Openwheel,OpenWheel,Mid-Rear,2,0.388;0.093;1.165,0.388;0.093;1.902,0.0,1,0;0.40;0.87,0;0.40;0.87,,true,458,,,,,5,120,NA,USA,N/A,13,20,13,20,,,,1,0.0;3.141592653589;0.0,0.298;0.585;-0.499,-0.298;0.585;-0.499,-1.5;-0.0;-4.15,1.5;1.5;4.0,CART_USER_OVERRIDE,outfit_CART_USER_OVERRIDE,2.75,4.00,,-0.388;0.093;1.165,-0.388;0.093;1.902,,,100.0,true,,,SafetyBMWM3Driver,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,F-USA Gen.2,Open Wheel
Porsche_911_GTE-134,Porsche_911_GTE-134-gte,792,Porsche_911_GTE,Porsche 911 RSR GTE,Porsche 911 RSR,134,Porsche,911 GTE,Porsche_911_GTE.vhf,Porsche_911_GTE,Porsche_911_GTE,Porsche_911_GTE_Cockpit.bin,Porsche_911_GTE,2020,5.0,7.0,0,0,Porsche_911_GTE_ambsh.dds,9,GTE,GTE,GT,Mid-Rear,2,1.017;0.186;0.906,1.266;0.351;1.113,0.1,1,0;0.44;2.10,0;0.44;2.10,,false,107,,,,,5,373000,EU,Germany,N/A,13,20,13,20,,,,1,0.0;3.141592653589;0.0,0.932;0.865;-0.233,-0.932;0.865;-0.233,-1.5;-0.0;-4.15,1.5;1.5;4.0,helmet_GT_Modern_USER_OVERRIDE,outfit_GT_Modern_USER_OVERRIDE,2.00,1.50,,-1.017;0.186;0.906,-1.266;0.351;1.113,false,racinusapt1pack,,,-0.182;0.762;-0.346,,,,,,Porsche_911_GTE_LD,Porsche_911_GTE_LD,Porsche_911_GTE_LD,Porsche_911_GTE_LD,,,,,,,,,,Porsche_911_GTE_LD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,standard,GTE,Endurance
BMW_M3_GTR_LD-418,BMW_M3_GTR_LD-418-gt1,364,BMW_M3_GTR_LD,BMW M3 E46 GTR - Low Downforce,BMW M3 GTR,418,BMW,BMW M3 GTR,BMW_M3_GTR.vhf,BMW_M3_GTR,BMW_M3_GTR_LD,BMW_M3_GTR_Cockpit.bin,BMW_M3_GTR,2001,5.0,7.0,0,0,BMW_M3_GTR_ambsh.dds,10,GTR_04_LD,GT,Touring,Mid-Front,2,-0.854;0.154;0.278,-1.061;0.154;0.394,0.6,1,0;0.6;-1.26,0;0.6;-1.26,,true,107,,,,,5,373000,EU,Germany,N/A,13,20,13,20,,,,1,0.0;3.141592653589;0.0,0.7442;0.9046;-0.4516,-0.7442;0.9046;-0.4516,-1.5;-0.0;-4.0,1.5;1.6;4.0,helmet_GT_Modern_STOCK_USER_OVERRIDE,outfit_GT_Modern_STOCK_USER_OVERRIDE,1.5,1.5,,-0.854;0.154;0.397,-1.061;0.154;0.513,false,,100.0,,,,SafetyBMWM3Driver,0.0065;1.2085;-0.2873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,low,GT1,Endurance
CART_Lola_T98_SS-182,CART_Lola_T98_SS-182-fusagen2,410,CART_Lola_T98_SS,Lola T98/00 Ford-Cosworth - Superspeedway,Lola T98/00 Ford,182,Lola,Lola T98,CART_Lola_T98_SS.vhf,CART_Lola_T98,CART_Lola_T98_SS,CART_Lola_T98_SW_Cockpit.bin,CART_Lola_T98_SS,1998,5.0,7.0,0.0,0.0,CART_Lola_T98_LD_ambsh.dds,4,F-USA_Gen2_SS,Historic Openwheel,OpenWheel,Mid-Rear,2,0.388;0.093;1.165,0.388;0.093;1.902,0.0,1,0;0.40;0.87,0;0.40;0.87,,true,458,,,,,5,120,NA,USA,N/A,13,20,13,20,,,,1,0.0;3.141592653589;0.0,0.327;0.630;-0.533,-0.327;0.630;-0.533,-1.5;-0.0;-4.1,1.5;1.5;4.0,CART_USER_OVERRIDE,outfit_CART_USER_OVERRIDE,2.75,4.00,,-0.388;0.093;1.165,-0.388;0.093;1.902,,,100.0,true,,,SafetyBMWM3Driver,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,F-USA Gen.2,Open Wheel
CART_Reynard_2KI_Honda_SW-203,CART_Reynard_2KI_Honda_SW-203-fusagen3,421,CART_Reynard_2KI_Honda_SW,Reynard 2Ki Honda - Speedway,Reynard 2Ki Honda,203,Reynard,Reinard KI Honda,CART_Reynard_2KI_Honda_SW.vhf,CART_Reynard_2KI,CART_Reynard_2KI_Honda_SW,CART_Reynard_2KI_SW_Cockpit.bin,CART_Reynard_2KI_Honda_SW,2000,5.0,7.0,0.0,0.0,CART_Reynard_2KI_LD_ambsh.dds,4,F-USA_Gen3_SW,Historic Openwheel,OpenWheel,Mid-Rear,2,0.388;0.093;1.165,0.388;0.093;1.902,0.0,1,0;0.40;0.87,0;0.40;0.87,,true,458,,,,,5,120,NA,USA,N/A,13,20,13,20,,,,1,0.0;3.141592653589;0.0,0.344;0.637;-0.584,-0.344;0.637;-0.584,-1.5;-0.0;-3.75,1.5;1.5;4.0,CART_USER_OVERRIDE,outfit_CART_USER_OVERRIDE,2.75,4.00,,-0.388;0.093;1.165,-0.388;0.093;1.902,,,100.0,true,,,SafetyBMWM3Driver,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,F-USA Gen.3,Open Wheel
CART_Reynard_2KI_Toyota_SW-207,CART_Reynard_2KI_Toyota_SW-207-fusagen3,431,CART_Reynard_2KI_Toyota_SW,Reynard 2Ki Toyota - Speedway,Reynard 2Ki Toyota,207,Reynard,Reinard KI Toyota,CART_Reynard_2KI_Toyota_SW.vhf,CART_Reynard_2KI,CART_Reynard_2KI_Toyota_SW,CART_Reynard_2KI_SW_Cockpit.bin,CART_Reynard_2KI_Toyota_SW,2000,5.0,7.0,0.0,0.0,CART_Reynard_2KI_LD_ambsh.dds,4,F-USA_Gen3_SW,Historic Openwheel,OpenWheel,Mid-Rear,2,0.388;0.093;1.165,0.388;0.093;1.902,0.0,1,0;0.40;0.87,0;0.40;0.87,,true,458,,,,,5,120,NA,USA,N/A,13,20,13,20,,,,1,0.0;3.141592653589;0.0,0.344;0.637;-0.584,-0.344;0.637;-0.584,-1.5;-0.0;-3.75,1.5;1.5;4.0,CART_USER_OVERRIDE,outfit_CART_USER_OVERRIDE,2.75,4.00,,-0.388;0.093;1.165,-0.388;0.093;1.902,,,100.0,true,,,SafetyBMWM3Driver,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,F-USA Gen.3,Open Wheel
CART_Lola_B2K00_Ford_HD-502,CART_Lola_B2K00_Ford_HD-502-fusagen3,385,CART_Lola_B2K00_Ford_HD,Lola B2K00 Ford-Cosworth - High Downforce,Lola B2K00 Ford,502,Lola,Lola B2K00 Ford,CART_Lola_B2K00_HD.vhf,CART_Lola_B2K00,CART_Lola_B2K00_Ford_HD,CART_Lola_B2K00_Cockpit.bin,CART_Lola_B2K00_Ford,2000,5.0,7.0,0.0,0.0,CART_Lola_B2K00_ambsh.dds,4,F-USA_Gen3_HD,Historic Openwheel,OpenWheel,Mid-Rear,2,0.388;0.093;1.165,0.388;0.093;1.902,0.0,1,0;0.40;0.87,0;0.40;0.87,,true,458,,,,,5,120,NA,USA,N/A,13,20,13,20,,,,1,0.0;3.141592653589;0.0,0.327;0.630;-0.533,-0.327;0.630;-0.533,-1.5;-0.0;-4.1,1.5;1.5;4.0,CART_USER_OVERRIDE,outfit_CART_USER_OVERRIDE,2.75,4.00,,-0.388;0.093;1.165,-0.388;0.093;1.902,,,100.0,true,,,SafetyBMWM3Driver,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,F-USA Gen.3,Open Wheel
CART_Lola_B2K00_Toyota_SS-198,CART_Lola_B2K00_Toyota_SS-198-fusagen3,397,CART_Lola_B2K00_Toyota_SS,Lola B2K00 Toyota - Superspeedway,Lola B2K00 Toyota,198,Lola,Lola B2K00 Toyota,CART_Lola_B2K00_SS.vhf,CART_Lola_B2K00,CART_Lola_B2K00_Toyota_SS,CART_Lola_B2K00_SW_Cockpit.bin,CART_Lola_B2K00_Toyota_SS,2000,5.0,7.0,0.0,0.0,CART_Lola_B2K00_LD_ambsh.dds,4,F-USA_Gen3_SS,Historic Openwheel,OpenWheel,Mid-Rear,2,0.388;0.093;1.165,0.388;0.093;1.902,0.0,1,0;0.40;0.87,0;0.40;0.87,,true,458,,,,,5,120,NA,USA,N/A,13,20,13,20,,,,1,0.0;3.141592653589;0.0,0.327;0.630;-0.533,-0.327;0.630;-0.533,-1.5;-0.0;-4.1,1.5;1.5;4.0,CART_USER_OVERRIDE,outfit_CART_USER_OVERRIDE,2.75,4.00,,-0.388;0.093;1.165,-0.388;0.093;1.902,,,100.0,true,,,SafetyBMWM3Driver,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,F-USA Gen.3,Open Wheel
CART_Reynard_95i_Honda_HD-494,CART_Reynard_95i_Honda_HD-494-fusagen1,437,CART_Reynard_95i_Honda_HD,Reynard 95i Honda - High Downforce,Reynard 95i Honda,494,Reynard,Reinard 95i Honda,CART_Reynard_95i_HD.vhf,CART_Reynard_95i,CART_Reynard_95i_Honda_HD,CART_Reynard_95i_Cockpit.bin,CART_Reynard_95i_Honda,1995,5.0,7.0,0.0,0.0,CART_Reynard_95i_ambsh.dds,4,F-USA_Gen1_HD,Historic Openwheel,OpenWheel,Mid-Rear,2,0.388;0.093;1.165,0.388;0.093;1.902,0.0,1,0;0.40;0.87,0;0.40;0.87,,true,458,,,,,5,120,NA,USA,N/A,13,20,13,20,,,,1,0.0;3.141592653589;0.0,0.344;0.637;-0.584,-0.344;0.637;-0.584,-1.5;-0.0;-4.15,1.5;1.5;4.0,CART_USER_OVERRIDE,outfit_CART_USER_OVERRIDE,2.75,4.00,,-0.388;0.093;1.165,-0.388;0.093;1.902,,,100.0,true,,,SafetyBMWM3Driver,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,F-USA Gen.1,Open Wheel
McLaren_MP4_12_LD-214,McLaren_MP4_12_LD-214-formulav10g1,712,McLaren_MP4_12_LD,McLaren Mercedes MP4/12,McLaren MP4/12,214,McLaren,McLaren MP4/12,McLaren_MP4_12_LD.vhf,McLaren_MP4_12,McLaren_MP4_12_LD,McLaren_MP4_12_LD_Cockpit.bin,McLaren_MP4_12,1996,5.00,7.00,0,0,McLaren_MP4_12_ambsh.dds,3,F-V10_Gen1_LD,Openwheel,OpenWheel,Mid-Rear,,,,,1,0;0.514;1.300,0;0.514;1.300,,true,129,,,,,5,120000,EU,England,N/A,13,13,13,13,20.0,,,1,0.0;3.141592653589;0.0,0.384;0.661;-0.361,-0.384;0.661;-0.361,-1.5;-0.0;-4.0,1.5;1.5;4.0,FORMULA_MODERN_USER_OVERRIDE,outfit_FORMULA_MODERN_USER_OVERRIDE,,,,,,,,100.0,true,,,SafetyBMWM3Driver,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,100,140,0,25,0.75,false,,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,low,Formula V10 G1,Open Wheel
Stock_USA_G3-377,Stock_USA_G3-377-groupa,857,Stock_USA_G3,Stock USA Gen3,Stock USA Gen3,377,Reiza,Stock USA G3,Stock_USA_G3_RC.vhf,Stock_USA_G3,Stock_USA_G3,Stock_USA_G3_RCSO_Cockpit.bin,Stock_USA_G3,2024,5.0,7.0,0,0,Stock_USA_G3_ambsh.dds,9,Stock_USA_Gen3,GT,GT,Mid-Front,2,0.948;0.126;0.557,1.249;0.156;0.627,1.0,1,0;0.575;-1.492,0;0.575;-1.492,,false,129,,,,,5,120000,SA,USA,N/A,18,19,18,19,20.0,,,1,0.0;3.141592653589;0.0,0.969;0.910;-0.455,,-1.5;-0.0;-3.9,1.5;1.5;4.0,helmet_GT_Modern_STOCK_USER_OVERRIDE,outfit_GT_Modern_STOCK_USER_OVERRIDE,2.00,1.50,,-0.948;0.126;0.557,-1.249;0.156;0.627,,racinusafullpack,,,,,,0.046;1.133;-0.166,,,Stock_USA_G3_SW,Stock_USA_G3_SO,Stock_USA_G3_SW,Stock_USA_G3_SS,,,,,,,,,,Stock_USA_G3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,standard,Group A,Touring
Aston_Martin_DBR9_GT1_LD-413,Aston_Martin_DBR9_GT1_LD-413-gt1,333,Aston_Martin_DBR9_GT1_LD,Aston Martin DBR9 - Low Downforce,Aston Martin DBR9,413,Aston Martin Racing,DBR9 GT1,Aston_Martin_DBR9_GT1_LD.vhf,Aston_Martin_DBR9_GT1,Aston_Martin_DBR9_GT1_LD,Aston_Martin_DBR9_GT1_Cockpit.bin,Aston_Martin_DBR9_GT1,2005,5.0,7.0,0,0,Aston_Martin_DBR9_GT1_ambsh.dds,9,GT1_05_LD,GT1,GT,Mid-Front,2,0.905;0.138;0.09,1.205;0.151;0.149,0.4,1,0;0.745;-1.167,0;0.745;-1.167,,true,107,,,,,5,373000,EU,England,N/A,13,20,13,20,,,,1,0.0;3.141592653589;0.0,0.909;0.894;-0.365,-0.909;0.894;-0.365,-1.5;-0.0;-4.0,1.5;1.5;4.0,helmet_GT_Modern_STOCK_USER_OVERRIDE,outfit_GT_Modern_STOCK_USER_OVERRIDE,2.25,2.75,0.0245,-0.905;0.138;0.09,-1.205;0.151;0.149,false,,,,0.1426;0.8199;-0.2072,,SafetyBMWM3Driver,0.000;1.001;-0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,low,GT1,Endurance
CART_Lola_B2K00_Ford_SO-226,CART_Lola_B2K00_Ford_SO-226-fusagen3,386,CART_Lola_B2K00_Ford_SO,Lola B2K00 Ford-Cosworth - Short Oval,Lola B2K00 Ford,226,Lola,Lola B2K00 Ford,CART_Lola_B2K00_SO.vhf,CART_Lola_B2K00,CART_Lola_B2K00_Ford_SO,CART_Lola_B2K00_SO_Cockpit.bin,CART_Lola_B2K00_Ford_SO,2000,5.0,7.0,0.0,0.0,CART_Lola_B2K00_LD_ambsh.dds,4,F-USA_Gen3_SO,Historic Openwheel,OpenWheel,Mid-Rear,2,0.388;0.093;1.165,0.388;0.093;1.902,0.0,1,0;0.40;0.87,0;0.40;0.87,,true,458,,,,,5,120,NA,USA,N/A,13,20,13,20,,,,1,0.0;3.141592653589;0.0,0.327;0.630;-0.533,-0.327;0.630;-0.533,-1.5;-0.0;-4.1,1.5;1.5;4.0,CART_USER_OVERRIDE,outfit_CART_USER_OVERRIDE,2.75,4.00,,-0.388;0.093;1.165,-0.388;0.093;1.902,,,100.0,true,,,SafetyBMWM3Driver,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,F-USA Gen.3,Open Wheel
