game_id,source_entry_index,Name,TrackName,ShortTrackName,XLASTID,ScenegraphFile,Year,Length,Location,Country,TrackGradeFilter,Track Type,GroundCoverFolder,InstTexturePakFilename,Allowed Weather,Allowed TimeOfDay,TimeOfDay Group,PreRace Allowed (true/false),Environment File,Environment Time,Dusk Race,Dusk File,Dusk Time,Event Types,Setup group,Sun Angle(DEG),Track Surface,Track Group,Track Description,LeaderboardID,Max AI participants,Class,DirtSkidmarksOverride,DrySkidmarksOverride,GrassSkidmarksOverride,GravelSkidmarksOverride,SandSkidmarksOverride,GravelParticlesOverride,GrassParticlesOverride,LeafParticlesOverride,Uses Reflection Flag,Track_Location,Track_Variation,AIW Override,Rolling Start Allowed,ZoneName,AI drift score min,AI drift score max,Client Track Version,Order Override,Track_Longitude,Track_Latitude,Track_Altitude,Track_TimeZone,Number Of Turns,Track_Rotation_Offset,Race_Date_Year,Race_Date_Month,Race_Date_Day,Track_Climate,StaticEnvMapLocation,StaticConvolveEnvMapLocation,PreRace Script name,PreRace Script length,PostRace Script name,Track Properties File,Crowd Pak Filename,Weather Weights,PitSpeedLimit_HighKPH,Rolling Start,TrackCentre,Downforce,AI Exclude Filter,AI Grip,Post race position,Post race orientation,Post race steering,Time Attack duration short,Time Attack duration medium,Time Attack duration long,CloudHorizonOffset,AutograssMaterial,AutograssDensities,AutograssHeights,ScalarAIBlueFlagDistanceMoveLane,ScalarBlueFlagMinDistBack,ScalarAILappedCarDistanceAhead,ScalarAISlowCarDistanceAhead,ScalarAISteerScalarCornerCut,ScalarAIPassComplexityCutoffMaxAggression,ScalarAIPassComplexityCutoffMinAggression,ScalarAITTCStraightOvertakeDist,ScalarAITTCStraightOvertakeTime,AIOvertakeInsideEnabled,AIDirtyAirBehaviourEnabled,ScalarAIMaxDraftHuntingDist,ScalarAIBlueFlagSpeedReductions,ScalarAIColdTyreDists,PresetFilter,MaxPuddleDepthDriven,MaxPuddleDepthRoad,MaxPuddleDepthOffroad,AIWidthScalarToReduceCorridors,AIWidthScalarToReduceCorridorsFullThrottle,AIDisableCorridorsReductionAgainstLapped,AIDisableCorridorsReductionAgainstHuman,AIScalarForFuelLaptimeLoss,AI Extra Wall Buffer,DirtParticlesOverride,DLC ID,Is Clockwise,GripBase,GripRange,Oval Type,AIPitStopEstimationTimeScalar,FogMaxDistanceScalar,trackgradefilter,CutTrackFraction,AI Pit Exit Speed Scalar,RollingStartPoleSide,IMSA,Long Overlapping Pitline,Drs Zone 1 Detection Number,Drs Zone 2 Detection Number,Drs Zone 3 Detection Number,ForceSessionMeshesVisible,display_name,display_configuration,display_category,downforce_variant
Bannochbrae1-5,55,Bannochbrae1,Bannochbrae_Road_Circuit,Bannochbrae,5,Bannochbrae1.sgx,2017,7282,Scotland,UK,,Circuit,Bannochbrae,Bannochbrae,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",Day,Bannochbrae1,true,Bannochbrae3.wdf,day,false,,,!RallyCross,Circuit,0,Tarmac,Bannochbrae,,58,19,"Race,Street",,,,,,,,,true,Bannochbrae,Road_Circuit,,true,Bannochbrae,100,200,2,1,-4.26561,55.44626,45.000,0,25,0.0,2017,4,3,Scotland,16.868; -38.006; 1.928; 1.0,16.868; -38.006; 1.928; 1.0,camera_pre_race.script,5,default_post_race.script,TrackProperties,bannochbrae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bannochbrae,Road Circuit,Bannochbrae,standard
Indianapolis_Oval-44,147,Indianapolis_Oval,Indianapolis_Motor_Speedway,Indianapolis_Oval,44,Indianapolis_Oval.sgx,2017,4023,USA,US,,Oval,,,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",Day,Indianapolis,true,Indianapolis_Oval.wdf,day,false,,,!RallyCross,Oval,0.0,Tarmac,Indianapolis,,58,31,"Race,Street",,,,,,,,,false,Indianapolis,Oval,,true,HPOval,100,200,1,1,-86.235301,39.795354,-94.974,-5,4,0.0,2017,5,24,North_USA,247.835022; 224.051971; -575.899231; 1.0,247.835022; 224.051971; -575.899231; 1.0,camera_pre_race.script,5,default_post_race.script,TrackProperties,indianapolis,"10,20,20,10,10,4,2,1,1,0.5,0.5,0.0,0.0,0.5,0.0",60.0,true,362646.000; 0.000; 185787.000,Low,DOWNFORCE:High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indianapolis,Oval,Indianapolis,low
Hockenheim_ShortA-37,131,Hockenheim_ShortA,Hockenheim_ShortA,Hockenheim_ShortA,37,Hockenheim_ShortA.sgx,2020,2638,Germany,DE,Grade3,Circuit,,,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Hockenheim_ShortA,true,Hockenheim_ShortA.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Hockenheim,,01,29,"Race,Street",,,,,,,,,true,Hockenheim,Short_A,,True,,100,200,1,3,8.57033,49.32942,102.000,+1,11,0,2020,8,31,europe,526.734; 0.122; -262.475; 1.0,346.058; 1.680; 12.623; 1.0,,,default_post_race.script,TrackProperties,,"10,20,20,10,10,4,2,1,1,0.5,0.5,0.0,0.0,0.5,0.0",60.0,False,591.179; 0.0; 182.774; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,7,9,0.000,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,-1,1.0,1.0,1.0,Grade3,0.03,0.04,0.20,0.28,0.12,true,true,0.6,0.90,,hockenheimpack,true,0.950,0.0625,,0.95,,,1.00,0.995,0,,,,,,,Hockenheim,Short A,Hockenheim,standard
Imola_GP-40,139,Imola_GP,Imola_GP_2001,Imola_GP_2001,40,Imola_01.sgx,2001,4933,Italy,IT,Historic,Circuit,,,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Imola_GP_2001,true,Imola_GP-2001.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Imola,,01,25,"Race,Street",,,,,,,,,true,ImolaAMS2,Imola_GP_2001,,True,,100,200,1,2,11.714351,44.344074,47.188,+2,21,0,2001,4,15,europe,-521.378; -5.432; -674.173; 1.0,-521.378; -5.432; -674.173; 1.0,,,,TrackProperties,,"10,20,20,10,10,4,2,1,1,0.5,0.5,0.0,0.0,0.5,0.0",60.0,False,-68.447; 2.717; -211.058; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,7,9,0.000,,,,1.0,1.0,1.0,1.0,0.95,1.0,1.0,1.0,1.0,true,-1,1.0,1.0,1.0,"00sG1_Historic,FormulaV10Gen2,FormulaV10Gen1,FormulaV12,GT1,ST96",0.03,0.04,0.20,0.24,0.12,false,true,1.0,0.50,,,false,0.950,0.0625,,0.85,,,0.90,0.995,0,,,,,,,Imola,GP 2001,Imola,standard
Pocono_RC3-221,231,Pocono_RC3,Pocono_RC3,Pocono_RC3,221,Pocono_RC3.sgx,2024,4023,USA,US,Grade2,Circuit,,,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Pocono,true,Pocono.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Pocono,NorthSouthOption1_nc-2.50Mile,01,31,"Race,Street",,,,,,,,,true,Pocono,Pocono_RC3,,True,,100,200,1,1,-75.509011, 41.0553109,560.0,-4,7,0.0,2024,7,14,north_usa,-21.352; 11.473; -72.185; 1.0,-21.352; 11.473; -72.185; 1.0,,,default_post_race.script,TrackProperties,,"20,20,20,10,4,2,2,1,1,0.0,0.0,0.0,0.0,0.5,0.0",60.0,False,0.0; 0.0; 0.0; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,10,20,0.000,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,-1,1.0,1.0,1.0,"Grade2,SUSAG1,SUSAG2,SUSAG3",0.03,0.04,0.20,0.25,0.125,true,true,1.0,1.50,,racinusafullpack,false,1.002,0.01,0,,1.47,,1.00,0.99,0,,false,,,,,Pocono,Road Course 3,Pocono,standard
Fontana_OVAL_Historic-241,107,Fontana_OVAL_Historic,Fontana_OVAL_Historic,Fontana_OVAL_Historic,241,Fontana_OVAL_Historic.sgx,2020,3219,USA,US,Oval,Oval,,,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Fontana,true,Fontana.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Fontana,,01,47,"Race,Street",,,,,,,,,true,Fontana,Fontana_OVAL_Historic,,True,,100,200,1,1,-117.50132,34.08770,377,-6,4,0.0,2000,3,26,california,144.693; 2.98; -237.341; 1.0,144.693; 2.98; -237.341; 1.0,,,default_post_race.script,TrackProperties,,"20,20,20,10,4,2,2,1,1,0.0,0.0,0.0,0.0,0.5,0.0",60.0,False,1.121; 21.785; 21.808; 1.0,,,0.98,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,10,20,0.000,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,false,-1,1.0,1.0,1.0,"Grade2Oval,F_USA,F_USA_Historic,SUSAG1,SUSAG2",0.03,0.04,0.20,0.10,0.0,true,true,,0.0,Grey,racinusafullpack,false,1.002,0.01,6,,6.27,,1.00,0.95,0,,true,,,,,Fontana,Oval Historic,Fontana,standard
Interlagos_GP-47,148,Interlagos_GP,Interlagos_GP,Interlagos_GP,47,Interlagos.sgx,2020,4295,Brazil,BR,Grade1,Circuit,,Interlagos_GP,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Interlagos,true,Interlagos.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Interlagos,,01,47,"Race,Street",,,,,,,,,true,Interlagos,Interlagos_GP,,True,,100,200,1,1,-46.697890,-23.701281,750.188,-3,15,0,2021,11,12,south_america,97.579; -20.831; 111.664; 1.0,97.579; -20.831; 111.664; 1.0,,,default_post_race.script,TrackProperties,,"10,20,20,10,10,4,2,1,1,0.5,0.5,0.0,0.0,0.5,0.0",60.0,False,-167.269; 2.521; 47.258; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,7,9,0.000,,,,1.0,1.0,1.1,1.0,1.0,1.25,1.2,1.0,1.0,true,-1,1.0,1.0,1.0,"Grade1,FormulaV10Gen2,FormulaV10Gen3,FormulaV8Gen1,FormulaV8Gen2,FormulaReiza,FormulaUltimateGen1,FormulaUltimateGen2,FormulaUltimateGen3,EuroEnduro24",0.02,0.03,0.10,0.24,0.0,true,true,1.0,0.60,,,false,0.950,0.0625,,,,,1.00,0.995,1,,,,,,,Interlagos,GP,Interlagos,standard
Nurb_GP_2020_Veedol-71,214,Nurb_GP_2020_Veedol,Nurb_GP_2020_Veedol,Nurb_GP_2020_Veedol,71,Nurb_GP_2020_Veedol.sgx,2020,5137,Germany,DE,Grade2,Circuit,,International_adv,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Nurb_2020,true,Nurb_2020.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Nurburgring_2020,,01,47,"Race,Street",,,,,,,,,true,Nurburgring_2020,Nurb_GP_2020_Veedol,,True,,100,200,1,4,6.942068,50.330838,397,1,15,0.0,2020,9,1,europe,110.497; -28.861; 513.548; 1.0,110.497; -28.861; 513.548; 1.0,,,default_post_race.script,TrackProperties,,"10,20,20,10,10,4,2,1,1,0.5,0.5,0.0,0.0,0.5,0.0",60.0,False,0.000; 0.000; 0.000; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,10,20,0.000,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,-1,1.0,1.0,1.0,"Grade2,SuperTrofeo,ST96,EUEnduroGT2004,EUEnduroGT2005,EUEnduroLM2005,TrofeoEUSeries2005",0.02,0.03,0.10,0.24,0.12,false,true,1.0,0.50,,nurburgringpack,True,0.950,0.0625,,,,,1.00,0.995,0,,,,,,,Nürburgring,GP 2020 Veedol,Nürburgring,standard
Indianapolis_2001_Oval-250,143,Indianapolis_2001_Oval,Indianapolis_2001_Oval,Indianapolis_2001_Oval,250,Indianapolis_2001_Oval.sgx,2001,4023,USA,US,Oval,Oval,,,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Indianapolis,true,Indianapolis_2001_Oval.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Indianapolis,,58,47,"Race,Street",,,,,,,,,true,Indianapolis,Indianapolis_2001_OVAL,,True,,100,200,1,1,-86.235301,39.795354,220.0,-5,4,0.0,2001,5,27,north_usa,247.835022; 224.051971; -575.899231; 1.0,658.051; 222.655; -6.009; 1.0,,,default_post_race.script,TrackProperties,indianapolis,"20,20,20,10,4,2,2,1,1,0.0,0.0,0.0,0.0,0.5,0.0",60.0,False,362646.000; 0.000; 185787.000,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,10,20,0.000,,,,1.0,1.0,1.0,1.0,0.90,1.0,1.0,1.0,1.0,false,-1,1.0,1.0,1.0,"Grade1Oval,F_USA_Historic,SUSAG1,SUSAG2",0.03,0.04,0.20,0.20,0.10,true,true,,0.0,,historicaltrackpt4pack,false,1.002,0.01,5,,2.17,,1.00,0.95,0,,,,,,,Indianapolis,2001 Oval,Indianapolis,standard
OultonPark_Fosters-80,226,OultonPark_Fosters,OultonPark_Fosters,OultonPark_Fosters,80,OultonParkFosters.sgx,2020,2662,England,GB,Grade4,Circuit,,International_adv,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,OultonPark,true,OultonParkFosters.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,OultonPark,,01,41,"Race,Street",,,,,,,,,true,OultonPark,OultonPark_Fosters,,True,,100,200,1,3,-2.616408,53.178286,65,0,9,0,2020,7,11,scotland,424.371; -17.205; -851.745; 1.0,424.371; -17.205; -851.745; 1.0,,,default_post_race.script,TrackProperties,,"10,16,16,16,12,8,3,2,1,1,0.5,0.5,0.5,0.5,0.0",60.0,False,-279.577; 0; -342.751; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,7,9,0.000,,,,0.60,0.9,0.8,1.0,0.92,1.2,1.2,1.0,1.0,true,-1,1.0,0.9,1.0,UK_Grade4,0.03,0.04,0.20,0.24,0.12,false,true,0.9,0.50,,,true,0.950,0.0625,7,0.9,,,1.00,0.995,0,,,,,,,Oulton Park,Fosters,Oulton Park,standard
Spielberg_STT-229,277,Spielberg_STT,Spielberg_STT,Spielberg_STT,229,Spielberg_STT.sgx,2020,2330,Austria,AT,Grade3,Circuit,,International_adv,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Spielberg,true,Spielberg.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Spielberg,,01,19,"Race,Street",,,,,,,,,true,Spielberg,Spielberg_STT,,True,,100,200,1,2,14.453179,47.130660,660.000,1,6,0,2020,7,5,europe,-278.179; 3.273; 176.074; 1.0,316.063; 0.065; 82.745; 1.0,,,default_post_race.script,TrackProperties,,"10,20,20,10,10,4,2,1,1,0.5,0.5,0.0,0.0,0.5,0.0",60.0,False,-235.493; 562.717; 562.717; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,7,9,0.000,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,false,-1,1.0,1.0,1.0,"Grade3,STT",0.02,0.03,0.10,0.20,0.0,true,true,1.0,0.50,,adrenalinept2pack,true,0.950,0.0625,,,2.67,,0.75,0.995,0,,,,,,,Spielberg,Time Trial,Spielberg,standard
Hockenheim_1988_short-126,126,Hockenheim_1988_short,Hockenheim_1988_short,Hockenheim_1988_short,126,Hockenheim_1988_short.sgx,1988,2636,Germany,DE,Historic,Circuit,,,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Hockenheim_1988_short,true,Hockenheim_1988_short.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Hockenheim,,01,35,"Race,Street",,,,,,,,,true,Hockenheim,Hockenheim_1988_short,,True,,100,200,1,7,8.579722,49.334722 ,102.000,+1,13,0,1988,7,30,europe_farfog,448.481; -0.626; -143.265; 1.0,448.481; -0.626; -143.265; 1.0,,,default_post_race.script,TrackProperties,,"10,20,20,10,10,4,2,1,1,0.5,0.5,0.0,0.0,0.5,0.0",60.0,False,954.465; 0.000; 563.479; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,7,9,0.000,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,-1,1.0,1.0,1.0,"GroupC,GroupA,80sG2_Historic",0.03,0.04,0.20,0.22,0.125,false,true,0.7,1.0,,hockenheimpack,true,0.950,0.0625,,0.95,,,1.00,0.995,0,,,,,,,Hockenheim,1988 short,Hockenheim,standard
Hockenheim_ShortB-38,132,Hockenheim_ShortB,Hockenheim_ShortB,Hockenheim_ShortB,38,Hockenheim_ShortB.sgx,2020,2604,Germany,DE,Grade3,Circuit,,,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Hockenheim_ShortB,true,Hockenheim_ShortB.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Hockenheim,,01,29,"Race,Street",,,,,,,,,true,Hockenheim,Short_B,,True,,100,200,1,4,8.57033,49.32942,102.000,+1,13,0,2020,8,31,europe,526.734; 0.122; -262.475; 1.0,346.058; 1.680; 12.623; 1.0,,,default_post_race.script,TrackProperties,,"10,20,20,10,10,4,2,1,1,0.5,0.5,0.0,0.0,0.5,0.0",60.0,False,591.179; 0.0; 182.774; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,7,9,0.000,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,-1,1.0,1.0,1.0,Grade3,0.03,0.04,0.20,0.28,0.12,true,true,0.6,0.90,,hockenheimpack,true,0.950,0.0625,,0.95,,,1.00,0.995,0,,,,,,,Hockenheim,Short B,Hockenheim,standard
VeloCitta1_TSICup-149,288,VeloCitta1_TSICup,VeloCitta1_TSICup,VeloCitta1_TSICup,149,VeloCitta_Demo.sgx,2020,3328,Brazil,BR,Grade3,Circuit,,,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,VeloCitta,true,VeloCitta.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,VeloCitta,,01,33,"Race,Street",,,,,,,,,true,VeloCitta,VeloCitta1_TSICup,,True,VeloCitta,100,200,1,4,-46.851046,-22.271922,750.000,-3,15,0,2020,6,28,south_america,-107.806; -10.308; -8.101; 1.0,-107.806; -10.308; -8.101; 1.0,,,default_post_race.script,TrackProperties,,"10,20,20,10,10,4,2,1,1,0.5,0.5,0.0,0.0,0.5,0.0",60.0,,-34.702; -2.321; -15.757; 1.0,,,0.965,-665.819;85.7367;157.133,-0.0397129;-1.64479;0.107376,1.2,5,7,9,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,-1,1.0,1.0,1.0,"Grade3,Stock24_Demo,EnduroBRA19_Demo,TSICup_Demo",0.03,0.04,0.20,0.24,0.12,false,true,0.9,,Red,,false,0.950,0.0625,7,,,,,,,,,,,,,Velo Citta,1 TSICup,Velo Citta,standard
Road_Atlanta-179,238,Road_Atlanta,Road_Atlanta,Road_Atlanta,179,Road_Atlanta.sgx,2024,4088,USA,US,Grade2,Circuit,,Road_Atlanta,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Road_Atlanta,true,Road_Atlanta.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Road_Atlanta,,01,47,"Race,Street",,,,,,,,,true,Road_Atlanta,Road_Atlanta,,True,,100,200,1,1,-83.8146,34.1435,277.010,-4,12,0.0,2024,10,12,north_usa,530.409; -27.606; 376.722; 1.0,-256.129; -14.383; -1326.781; 1.0,,,default_post_race.script,TrackProperties,,"20,20,20,10,4,2,2,1,1,0.0,0.0,0.0,0.0,0.5,0.0",60.0,False,0.0; 0.0; 0.0; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,10,20,0.000,,,,1.0,1.0,1.1,1.0,1.0,1.2,1.2,1.0,1.0,true,-1,1.0,0.9,1.0,"Grade2,IMSA,SUSAG3",0.03,0.04,0.20,0.24,0.11,true,true,0.9,0.25,,imsatrackpack,true,0.950,0.0625,,0.9,1.47,,0.95,0.995,1,true,,,,,,Road Atlanta,,Road Atlanta,standard
Adelaide_Modern-2,48,Adelaide_Modern,Adelaide_Modern,Adelaide_Modern,2,Adelaide_Modern.sgx,2020,3219,Australia,AU,Grade3,Circuit,,International_adv,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Adelaide,true,Adelaide.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Adelaide,,01,38,"Race,Street",,,,,,,,,true,Adelaide,Adelaide_Modern,,True,,100,200,1,1,138.621529,-34.930353,52,+10.5,14,0.0,2020,3,5,se_australia,-9.225; -5.155; 9.489; 1.0,-9.225; -5.155; 9.489; 1.0,,,default_post_race.script,TrackProperties,,"10,20,20,10,10,4,2,1,1,0.5,0.5,0.0,0.0,0.5,0.0",60.0,False,-71.971; 0.000; 66.647; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,10,20,0.000,,,,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,-1,1.0,0.9,1.2,"Grade3,SV8,GT3,GT4",0.03,0.04,0.20,0.22,0.12,false,true,1.0,0.80,,,true,0.9475,0.0625,7,0.9,,,1.00,0.995,0,,,,,,,Adelaide,Modern,Adelaide,standard
Le_Mans_24h_1971-225,175,Le_Mans_24h_1971,Le_Mans_24h_1971,Le_Mans_24h_1971,225,Le_Mans_24h_1971.sgx,1971,13650.0,France,FR,Grade2,Circuit,,,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Le_Mans,true,Le_Mans.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,La_Sarthe,,01,47,"Race,Street",,,,,,,,,true,La_Sarthe,Le_Mans_24h_1971,,True,,100,200,1,1,0.207871,47.956005,52,1,38,0,2005,6,19,europe,-844.727; 55.834; 1821.282; 1.0,-844.727; 55.834; 1821.282; 1.0,,,default_post_race.script,TrackProperties,,"20,20,20,10,4,2,2,1,1,0.0,0.0,0.0,0.0,0.5,0.0",60.0,False,-102.227; 29.678; -250.977; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,7,9,0.000,,,,1.2,1.0,1.2,1.0,1.0,1.25,1.5,1.0,1.0,false,-1,1.2,1.0,1.5,"Grade2,GroupC",0.03,0.04,0.20,0.18,0.06,true,true,1.8,1.0,,,true,0.948,0.064,3,0.9,,,0.975,0.995,0,,,,,,,La Sarthe,Le Mans 24 h 1971,La Sarthe,standard
